CpGs,Monocytes90_Breast10,Adipo60Kidney30Prost10,Eryth50Lung25GI25
chr10:4663242,0.58982,0.08267999999999999,0.450725
chr14:99192293,0.52227,0.10917,0.34424999999999994
chr17:42773772,0.17353000000000002,0.028659999999999995,0.073575
chr6:32974623,0.19673,0.07436999999999999,0.131175
chr6:32974581,0.24183000000000002,0.07672000000000001,0.1235
chr20:31720637,0.58387,0.10067999999999999,0.37025
chr2:217921186,0.6767399999999999,0.13149999999999998,0.352025
chr9:106921553,0.7932100000000001,0.38257,0.17525
chr6:32974623,0.19673,0.07436999999999999,0.131175
chr6:32974652,0.17391000000000004,0.04795,0.0956
chr6:30885831,0.6782900000000001,0.30268,0.4377
chr6:30885792,0.7428699999999999,0.43003,0.502325
chr12:57726454,0.8388,0.09082,0.5307999999999999
chr1:109509388,0.08836000000000001,0.00982,0.0586
chr11:57764827,0.7389100000000001,0.11539999999999995,0.461775
chr3:191330572,0.50703,0.07050000000000001,0.3568
chr3:191330588,0.81708,0.17711,0.5614
chr3:191330622,0.48389,0.10860999999999998,0.3557
chr14:97978139,0.6800499999999999,0.25437,0.466175
chr14:97978176,0.7202500000000001,0.32770999999999995,0.4926
chr1:24931056,0.8983899999999999,0.13493,0.574475
chr1:24931024,0.8116800000000001,0.36159,0.6807500000000001
chr1:24931096,0.8353700000000001,0.35366,0.6323000000000001
chr1:24931075,0.5978100000000001,0.18011999999999995,0.437425
chr9:109118604,0.4122600000000001,0.17679,0.18899999999999997
chr10:3193340,0.26999,0.0302,0.118875
chr10:3193377,0.72409,0.24514,0.511625
chr15:90184795,0.1472,0.01755,0.105975
chr15:90184763,0.24977000000000005,0.052480000000000006,0.14379999999999998
chr15:90184788,0.27654,0.12527,0.225525
chr10:31927383,0.49183000000000004,0.06138,0.289875
chr10:31927431,0.1997,0.053140000000000014,0.13282499999999994
chr20:64048360,0.4344600000000001,0.18692,0.183375
chr17:8155694,0.47368000000000005,0.10478,0.26
chr19:15457549,0.8690500000000001,0.17221999999999998,0.563725
chr1:43348635,0.6620699999999999,0.10767,0.460825
chr19:40466776,0.39776999999999996,0.15236,0.1914
chr4:24795297,0.7040500000000001,0.1049,0.3984
chr12:57736072,0.8344600000000001,0.12445,0.5458500000000001
chr7:27130055,0.73144,0.12255999999999999,0.509925
chr1:160189880,0.7468899999999999,0.043849999999999986,0.442675
chr1:160189882,0.6360100000000001,0.16820000000000002,0.459575
chr1:44617032,0.85975,0.15982999999999994,0.6244250000000001
chr6:30913707,0.4982700000000001,0.06947999999999999,0.257225
chr6:30913687,0.6511399999999999,0.28912,0.4913
chr3:184315832,0.6843899999999999,0.16962000000000002,0.4943
chr11:72038714,0.5465900000000001,0.08477000000000001,0.377175
chr9:127938644,0.9102100000000001,0.59267,0.8144
chr9:127938675,0.5214300000000001,0.05741,0.33414999999999995
chr11:63986981,0.14991000000000002,0.012740000000000001,0.05205
chr13:114280804,0.69603,0.35000999999999993,0.4943
chr11:126585817,0.45193,0.025330000000000002,0.243425
chr20:32360408,0.7092,0.19537000000000002,0.49265
chr12:110289267,0.7282500000000001,0.17113,0.406425
chr2:70133018,0.48582,0.08631,0.362225
chr13:98267124,0.66485,0.12671000000000002,0.4655
chr6:33312631,0.1467,0.05,0.07345
chr6:33312659,0.15547000000000002,0.048129999999999985,0.0939
chr6:33312623,0.3637400000000001,0.17497000000000001,0.25165
chr6:33312613,0.1966,0.1123,0.124325
chr6:33312647,0.4471500000000001,0.20138,0.262225
chr1:61184301,0.8392000000000001,0.11669,0.5723
chr11:47153592,0.5434,0.13014,0.4207
chr10:80465190,0.65554,0.16695,0.481625
chr11:73342785,0.76959,0.15122,0.513625
chr5:27038600,0.6708700000000001,0.16972,0.46545
chr1:42177603,0.6416900000000001,0.16860999999999998,0.43345
chr1:21345015,0.34761000000000003,0.10025,0.21935
chr3:149812554,0.15736000000000006,0.00693,0.179675
chr3:149812507,0.37299,0.07491999999999999,0.324625
chr11:67303496,0.030490000000000007,0.01594,0.0247
chr9:36986383,0.02441,0.017159999999999998,0.020275
chr9:36986410,0.058870000000000006,0.035230000000000004,0.032174999999999995
chr9:36986009,0.03184,0.0229,0.026425
chr9:36985990,0.13556,0.10593,0.1137
chr11:115504353,0.01944,0.0068200000000000005,0.01385
chr22:24806119,0.01027,0.0025399999999999997,0.011425
chr3:77038709,0.01265,0.00385,0.0169
chr11:67303289,0.03495,0.03029,0.032325
chr11:67303285,0.02762,0.06954,0.08457500000000001
chr11:67303267,0.09437999999999999,0.11955,0.1025
chr11:67303442,0.03955,0.02053,0.034074999999999994
chr11:67303345,0.07409,0.01202,0.0342
chr17:43983960,0.01481,0.0063,0.02475
chr20:13995544,0.01484,0.00245,0.009875
chr20:13995497,0.01799,0.01372,0.023600000000000003
chr19:2579077,0.0227,0.009490000000000002,0.02235
chr4:156971613,0.17215999999999998,0.1315,0.1337
chr4:156971596,0.01275,0.007490000000000001,0.016325
chr4:156971606,0.053489999999999996,0.04848,0.050575
chr6:160348327,0.01902,0.00492,0.024425
chr11:134332058,0.038360000000000005,0.017879999999999997,0.028175
chr11:134332060,0.03002,0.008509999999999998,0.0274
chr14:37198056,0.01428,0.0061600000000000005,0.0135
chr4:7938852,0.08466,0.02383,0.03255
chr1:109466887,0.03375000000000001,0.00593,0.01515
chr4:186555415,0.01958,0.006869999999999999,0.0221
chr4:186555419,0.021360000000000004,0.01023,0.03
chr14:79279128,0.01187,0.01028,0.01235
chr9:87974725,0.03499,0.02617,0.032725
chr9:87974719,0.07372000000000001,0.07565,0.07844999999999999
chr8:13276657,0.05777,0.03081,0.0452
chr8:13276635,0.026490000000000003,0.01426,0.031975
chr4:65670468,0.017349999999999997,0.012320000000000001,0.018025
chr10:21173512,0.01594,0.01132,0.0175
chr10:122374269,0.05801,0.01895,0.0135
chr10:122374286,0.07152,0.04,0.038425
chr10:122374306,0.8277899999999999,0.06044,0.1287
chr19:50147938,0.01548,0.0036200000000000004,0.012225
chr19:17539200,0.0096,0.010740000000000001,0.019175
chr19:52095400,0.023219999999999998,0.009470000000000001,0.014975
chr3:152299017,0.03718,0.05217,0.048775
chr7:90119357,0.06505999999999999,0.0339,0.0439
chr7:90119372,0.022580000000000003,0.00627,0.02515
chr7:90119333,0.03,0.02401,0.040825
chr2:14632610,0.01827,0.00864,0.018725
chr2:75199962,0.02102,0.00525,0.014925
chr6:168319825,0.014709999999999999,0.01243,0.020325
chr6:168319807,0.11545,0.09452999999999999,0.103475
chr2:176130036,0.01277,0.013590000000000001,0.053575
chr2:106886345,0.032690000000000004,0.011449999999999998,0.0273
chr11:12377629,0.03667,0.01094,0.029675
chr11:12377951,0.049310000000000014,0.026410000000000003,0.0359
chr2:14634922,0.024909999999999998,0.01519,0.0217
chr5:147235033,0.018500000000000003,0.00893,0.016225000000000003
chr4:186555415,0.01958,0.006869999999999999,0.0221
chr4:186555419,0.021360000000000004,0.01023,0.03
chr10:47300132,0.02924,0.0104,0.024525
chr4:186723964,0.09043,0.07719,0.07765
chr4:186723966,0.02343,0.009910000000000002,0.020275
chr4:186723990,0.06785,0.06786999999999999,0.06995
chr1:233613887,0.04431,0.01055,0.02635
chr1:233613897,0.11850999999999999,0.03324,0.06715
chr14:101560835,0.011010000000000002,0.0073599999999999985,0.01885
chr16:55655989,0.007790000000000001,0.00513,0.016925
chr16:55655953,0.08711,0.08451,0.091975
chr20:13220297,0.01391,0.013630000000000001,0.0377
chr20:13220333,0.01222,0.010920000000000001,0.03355
chr20:13220292,0.0122,0.01182,0.027525
chr20:13220284,0.02498,0.028010000000000004,0.045625
chr20:13220307,0.017570000000000002,0.014169999999999999,0.030125
chr5:174724495,0.014430000000000002,0.0227,0.019625
chr5:174724489,0.07207000000000001,0.08697999999999999,0.05985
chr14:26598166,0.01471,0.00856,0.014725
chr4:186723585,0.021240000000000002,0.017079999999999998,0.030425
chr11:134332058,0.038360000000000005,0.017879999999999997,0.028175
chr11:134332060,0.03002,0.008509999999999998,0.0274
chr5:38258782,0.01794,0.0037700000000000003,0.020125
chr20:13995450,0.06585,0.01994,0.039975
chr20:13995447,0.09894,0.01929,0.043625
chr20:13995460,0.07405,0.043410000000000004,0.0655
chr20:13995471,0.03088,0.011890000000000001,0.02255
chr20:13995480,0.023219999999999998,0.01347,0.0242
chr20:13995497,0.01799,0.01372,0.023600000000000003
chr20:13995450,0.06585,0.01994,0.039975
chr20:13995447,0.09894,0.01929,0.043625
chr20:13995460,0.07405,0.043410000000000004,0.0655
chr20:13995471,0.03088,0.011890000000000001,0.02255
chr20:13995480,0.023219999999999998,0.01347,0.0242
chr20:13995497,0.01799,0.01372,0.023600000000000003
chr14:77033204,0.06151000000000001,0.0216,0.07867500000000001
chr4:163332055,0.016919999999999998,0.0052899999999999996,0.015575
chr10:126905572,0.0253,0.014389999999999997,0.025
chr10:126905575,0.01672,0.00932,0.018325
chr20:21522514,0.01665,0.005229999999999999,0.017575
chr11:43548005,0.028880000000000006,0.015639999999999998,0.03955
chr20:13220297,0.01391,0.013630000000000001,0.0377
chr20:13220333,0.01222,0.010920000000000001,0.03355
chr20:13220292,0.0122,0.01182,0.027525
chr20:13220284,0.02498,0.028010000000000004,0.045625
chr20:13220307,0.017570000000000002,0.014169999999999999,0.030125
chr4:155667174,0.017769999999999998,0.006719999999999999,0.017474999999999997
chr2:236168168,0.025810000000000003,0.01379,0.03035
chr2:236168172,0.04527,0.02365,0.04815
chr1:239386983,0.07563000000000003,0.03429,0.0483
chr1:239387003,0.0214,0.00877,0.0175
chr19:56507910,0.013670000000000002,0.00498,0.014125
chr18:21242676,0.03655,0.01381,0.032925
chr19:33194911,0.02336,0.02316,0.031025
chr9:114098370,0.02387,0.023530000000000002,0.031825
chr20:11890748,0.02713,0.01703,0.031924999999999995
chr20:11890736,0.01903,0.00748,0.0161
chr20:11890727,0.02529,0.01992,0.033825
chr20:13220297,0.01391,0.013630000000000001,0.0377
chr20:13220333,0.01222,0.010920000000000001,0.03355
chr20:13220292,0.0122,0.01182,0.027525
chr20:13220284,0.02498,0.028010000000000004,0.045625
chr20:13220307,0.017570000000000002,0.014169999999999999,0.030125
chr19:56507653,0.021720000000000003,0.03475,0.04075
chr19:56507700,0.0228,0.007759999999999999,0.024575
chr2:46465,0.04435,0.02224,0.027775
chr10:127196168,0.03614,0.03936,0.026525
chr19:52993485,0.02447,0.010579999999999999,0.02405
chr9:36986383,0.02441,0.017159999999999998,0.020275
chr9:36986410,0.058870000000000006,0.035230000000000004,0.032174999999999995
chr6:1312976,0.03754,0.010089999999999998,0.028925
chr4:74099509,0.02769,0.013080000000000001,0.0111
chr4:74099545,0.07577,0.13116,0.080425
chr18:49561878,0.018540000000000004,0.0159,0.01545
chr2:218960578,0.016739999999999998,0.00579,0.02205
chr10:126905572,0.0253,0.014389999999999997,0.025
chr10:126905575,0.01672,0.00932,0.018325
chr10:93566554,0.01863,0.01226,0.016325
chr10:93566556,0.04975,0.05138,0.045425
chr20:13995450,0.06585,0.01994,0.039975
chr20:13995447,0.09894,0.01929,0.043625
chr20:13995460,0.07405,0.043410000000000004,0.0655
chr20:13995471,0.03088,0.011890000000000001,0.02255
chr20:13995480,0.023219999999999998,0.01347,0.0242
chr20:13995544,0.01484,0.00245,0.009875
chr20:13995497,0.01799,0.01372,0.023600000000000003
chr12:71439251,0.022119999999999997,0.011940000000000001,0.0109
chr3:73625009,0.0304,0.01096,0.020075
chr3:73625015,0.02379,0.03058,0.03405
chr3:73624995,0.15969,0.10775,0.16060000000000002
chr3:73625019,0.15554,0.10839,0.1539
chr9:124011600,0.006180000000000001,0.00292,0.025025
chr20:59605186,0.00963,0.007240000000000001,0.0158
chr17:11240726,0.03486,0.011290000000000001,0.025475
chr4:117085463,0.024419999999999997,0.019030000000000002,0.01725
chr4:183797452,0.028460000000000006,0.01342,0.02085
chr18:31101999,0.026760000000000003,0.01275,0.023
chr22:30802737,0.02355,0.01147,0.025125
chr4:182448906,0.03569,0.00875,0.02585
chr6:33117021,0.06992999999999999,0.0156,0.033575
chr6:33117012,0.050460000000000005,0.02163,0.0277
chr6:33117048,0.0545,0.019090000000000003,0.030875
chr6:33117037,0.05485,0.01081,0.019075
chr6:33116993,0.18282,0.10681,0.150525
chr6:33117063,0.20214000000000001,0.1239,0.16419999999999998
chr6:27020362,0.03057,0.00648,0.021525
chr6:27020369,0.12190999999999999,0.09853,0.08435000000000001
chr6:27020408,0.1173,0.11159000000000001,0.1011
chr19:291315,0.040130000000000006,0.00618,0.022000000000000002
chr19:291306,0.09172999999999999,0.03846,0.064575
chr10:121598092,0.0442,0.01986,0.02485
chr21:40847006,0.03921,0.015969999999999998,0.027425
chr21:40847038,0.09245,0.05329,0.062175
chr13:27980705,0.022480000000000003,0.01123,0.015850000000000003
chr6:33117021,0.06992999999999999,0.0156,0.033575
chr6:33117012,0.050460000000000005,0.02163,0.0277
chr6:33117048,0.0545,0.019090000000000003,0.030875
chr6:33117037,0.05485,0.01081,0.019075
chr6:33116993,0.18282,0.10681,0.150525
chr6:33117063,0.20214000000000001,0.1239,0.16419999999999998
chr20:13220297,0.01391,0.013630000000000001,0.0377
chr20:13220333,0.01222,0.010920000000000001,0.03355
chr20:13220292,0.0122,0.01182,0.027525
chr20:13220284,0.02498,0.028010000000000004,0.045625
chr20:13220307,0.017570000000000002,0.014169999999999999,0.030125
chr7:54542329,0.00867,0.004110000000000001,0.0138
chr9:77018821,0.01481,0.0053100000000000005,0.016675
chr5:102866121,0.00702,0.006129999999999999,0.016075
chr12:124518518,0.019010000000000003,0.01004,0.028625
chr1:41516356,0.0027700000000000003,0.004220000000000001,0.00925
chr13:95300683,0.04647,0.00404,0.02035
chr13:95300648,0.08934,0.03664,0.060325
chr12:107317837,0.01559,0.01157,0.015575
chr12:107317871,0.034210000000000004,0.01198,0.029425
chr18:24272361,0.022719999999999997,0.00397,0.017750000000000002
chr18:24272369,0.1018,0.037239999999999995,0.0739
chr18:24272363,0.06422,0.04221,0.0544
chr5:139637839,0.005640000000000001,0.01913,0.02085
chr1:38476548,0.01715,0.02905,0.0191
chr14:39266421,0.0108,0.02943,0.0223
chr4:153152349,0.0151,0.030220000000000007,0.011425
chr4:153152328,0.01178,0.015899999999999997,0.017025
chr17:7352305,0.019,0.0314,0.0298
chr11:57761928,0.035230000000000004,0.08066000000000001,0.063
chr11:57761947,0.028919999999999998,0.05279,0.047525
chr11:57761993,0.052579999999999995,0.07024999999999999,0.051575
chr2:236567966,0.01905,0.01011,0.014425
chr1:165829183,0.0076700000000000015,0.02397,0.062225
chr1:165829145,0.05677000000000001,0.07715999999999999,0.0782
chr3:170356343,0.021419999999999998,0.03596,0.024775
chr4:153152349,0.0151,0.030220000000000007,0.011425
chr4:153152328,0.01178,0.015899999999999997,0.017025
chr17:42780502,0.016980000000000002,0.0108,0.012025
chr17:42780490,0.01886,0.0026,0.01515
chr17:42780497,0.0194,0.008669999999999999,0.01275
chr2:42975341,0.043480000000000005,0.04715,0.045825000000000005
chr2:42975334,0.029339999999999998,0.02786,0.031375
chr4:145481388,0.00628,0.004889999999999999,0.005625
chr1:224503573,0.01658,0.07145,0.022575
chr8:19602161,0.051570000000000005,0.05457,0.082975
chr10:79071473,0.01348,0.013669999999999998,0.023575
chr5:181187858,0.032769999999999994,0.05101,0.020275
chr1:153986321,0.02029,0.029710000000000004,0.0403
chr5:102866186,0.0299,0.016989999999999998,0.0183
chr17:42780502,0.016980000000000002,0.0108,0.012025
chr17:42780490,0.01886,0.0026,0.01515
chr17:42780497,0.0194,0.008669999999999999,0.01275
chr16:1770948,0.02093,0.00854,0.013675
chr14:39266292,0.04434,0.06849999999999999,0.08162499999999999
chr13:42041855,0.08782000000000001,0.02926,0.048824999999999986
chr1:153775210,0.032240000000000005,0.03901,0.0493
chr1:153775182,0.19973,0.0819,0.17982499999999998
chr4:39637669,0.02121,0.02185,0.01725
chr4:39637707,0.04234,0.049,0.041525
chr11:57761947,0.028919999999999998,0.05279,0.047525
chr11:57761993,0.052579999999999995,0.07024999999999999,0.051575
chr11:70271608,0.037140000000000006,0.01521,0.0209
chr17:21286547,0.01219,0.00443,0.025075
chr2:200306083,0.03896,0.02737,0.0393
chr2:200306067,0.06092,0.054810000000000005,0.05880000000000001
chr1:167439604,0.027839999999999997,0.02662,0.033100000000000004
chr6:143678578,0.038640000000000015,0.04482,0.038
chr6:143678529,0.03296,0.029539999999999997,0.021325
chr1:201170750,0.01756,0.01496,0.05735
chr15:31397367,0.06975,0.048760000000000005,0.046875
chr9:19229769,0.01516,0.007890000000000001,0.01865
chr3:184156768,0.03858,0.03045,0.02575
chr6:30913887,0.050100000000000006,0.005769999999999999,0.020675
chr6:30913881,0.15927,0.01133,0.07085
chr6:30913866,0.16699,0.07893,0.122925
chr6:30913868,0.22349000000000002,0.07856999999999999,0.14165
chr17:7351352,0.06421,0.01271,0.0392
chr8:41713036,0.005529999999999999,0.013279999999999998,0.10415
chr12:50924704,0.03323,0.05124,0.035324999999999995
chr11:11841332,0.02263,0.05853,0.04625
chr11:11841320,0.14578,0.21149,0.167125
chr12:48351353,0.042890000000000005,0.04693,0.0399
chr11:57761783,0.0616,0.07236000000000001,0.072975
chr6:28383371,0.03385,0.02431,0.044225
chr1:27576044,0.010329999999999999,0.01964,0.0292
chr6:143678578,0.038640000000000015,0.04482,0.038
chr6:143678529,0.03296,0.029539999999999997,0.021325
chr3:49929340,0.00635,0.013000000000000001,0.016774999999999998
chr22:46053618,0.02607,0.010979999999999998,0.026125
chr22:46053581,0.056539999999999986,0.040760000000000005,0.06425
chr12:120086849,0.04671,0.02835,0.040125
chr19:12788743,0.033780000000000004,0.02579,0.022825
chr1:31764576,0.005410000000000001,0.00948,0.01135
chr5:65723134,0.02401,0.02586,0.03665
chr11:1548582,0.017839999999999998,0.0046700000000000005,0.008499999999999999
chr11:1548553,0.033420000000000005,0.035640000000000005,0.02545
chr15:99250904,0.05018,0.050210000000000005,0.047475
chr15:66843141,0.013410000000000002,0.0116,0.015475
chr8:70404534,0.035840000000000004,0.05822000000000001,0.0315
chr15:50181962,0.13199,0.04173,0.06745
chr15:50181932,0.3133,0.15253,0.23095
chr1:211258225,0.03871,0.05028,0.041175
chr5:72956968,0.02389,0.03229,0.03415
chr21:41778271,0.12527,0.014180000000000002,0.0411
chr10:72273062,0.029189999999999997,0.01771,0.0274
chr8:70404461,0.00922,0.025169999999999998,0.010825
chr9:130043700,0.00748,0.00274,0.006475
chr11:57762142,0.04565,0.06,0.05275
chr11:18589010,0.06122999999999999,0.056699999999999987,0.05385
chr22:21938746,0.24791,0.0418,0.29560000000000003
chr10:86757851,0.03501,0.02905,0.043025
chr14:23306578,0.04746,0.05681,0.052275
chr14:23306585,0.045919999999999996,0.04523,0.0364
chr14:23306568,0.08501,0.07736,0.071775
chr14:23306537,0.02618,0.056470000000000006,0.039175
chr8:100213116,0.033670000000000005,0.00746,0.015575
chr1:247448200,0.24464,0.035740000000000015,0.08032500000000001
chr2:42975341,0.043480000000000005,0.04715,0.045825000000000005
chr2:42975334,0.029339999999999998,0.02786,0.031375
chr3:9422752,0.04484,0.07706,0.053025
chr3:48465688,0.048129999999999985,0.052070000000000005,0.095725
chr17:40309258,0.035320000000000004,0.0557,0.0343
chr17:40309237,0.05329,0.06592,0.046325000000000005
chr1:23902742,0.13102999999999998,0.06367,0.103525
chr17:39738144,0.036410000000000005,0.04174,0.03995
chr17:39738150,0.09834,0.1338,0.0996
chr17:39738160,0.09675,0.14057999999999998,0.105275
chr19:15107163,0.02089,0.01416,0.0259
chr19:15107182,0.01804,0.01542,0.016149999999999998
chr17:7558321,0.02329,0.03963,0.0442
chr11:67443341,0.062069999999999986,0.02669,0.043625
chr2:159616740,0.054079999999999996,0.05587,0.043825
chr1:1782562,0.08863,0.044,0.088475
chr17:8629441,0.010250000000000002,0.01216,0.052375000000000005
chr12:48351460,0.028,0.04918,0.03515
chr1:23903085,0.03117,0.0486,0.0495
chr12:6866965,0.08893999999999999,0.02511,0.084575
chr4:158786541,0.09774,0.08189,0.060025
chr17:58324373,0.10295,0.0793,0.10915
chr12:124517461,0.13405999999999998,0.07088,0.08405
chr1:38476641,0.036890000000000006,0.07826,0.022975
chr17:39618640,0.0084,0.0050799999999999994,0.008775
chr17:39618681,0.07844,0.10835,0.095075
chr10:11610641,0.02167,0.025330000000000002,0.021175
chr1:203769671,0.06931000000000001,0.08915999999999999,0.0815
chr1:59296440,0.036289999999999996,0.03493,0.02655
chr16:71564650,0.041490000000000006,0.04401,0.06235
chr11:57761928,0.035230000000000004,0.08066000000000001,0.063
chr11:57761947,0.028919999999999998,0.05279,0.047525
chr17:1649908,0.00556,0.00462,0.0054
chr14:99245999,0.08940000000000001,0.0747,0.0698
chr14:99246043,0.02096,0.011909999999999999,0.015625
chr1:8422629,0.053860000000000005,0.05587,0.0611
chr11:10859088,0.02489,0.04198,0.0388
chr1:165829183,0.0076700000000000015,0.02397,0.062225
chr1:165829145,0.05677000000000001,0.07715999999999999,0.0782
chr19:50686922,0.033870000000000004,0.03444,0.022125
chr17:45307479,0.03555,0.10504000000000001,0.06025
chr3:24683874,0.08302000000000001,0.04521,0.053225
chr12:124518518,0.019010000000000003,0.01004,0.028625
chr1:44807873,0.01251,0.049960000000000004,0.0143
chr1:44807823,0.04791,0.10845,0.046925
chr2:38665816,0.03909,0.03677,0.028275
chr17:7351352,0.06421,0.01271,0.0392
chr12:47820740,0.054340000000000006,0.06698,0.083675
chr1:150619999,0.10518,0.08602,0.048875
chr3:126476540,0.041440000000000005,0.01203,0.0134
chr5:142110108,0.04843,0.06465000000000001,0.06892500000000001
chr2:38666109,0.07762999999999999,0.03807,0.0215
chr2:38666095,0.05802,0.050710000000000005,0.0337
chr16:30985162,0.0255,0.02705,0.017550000000000003
chr16:31331631,0.11287,0.0692,0.06525
chr1:23744763,0.041310000000000006,0.054560000000000004,0.10645
chr5:72956968,0.02389,0.03229,0.03415
chr3:138833806,0.03771,0.06371999999999997,0.027825
chr1:167439604,0.027839999999999997,0.02662,0.033100000000000004
chr5:107542652,0.040780000000000004,0.05148,0.0364
chr1:23178139,0.06286,0.0544,0.07055
chr2:157875187,0.03671,0.042010000000000006,0.03365
chr2:157875224,0.03306,0.0419,0.029525
chr19:50667559,0.028450000000000007,0.0135,0.018875
chr19:12788743,0.033780000000000004,0.02579,0.022825
chr3:48465688,0.048129999999999985,0.052070000000000005,0.095725
chr7:5427735,0.04155,0.04225,0.042825
chr16:48500019,0.05117,0.05864000000000001,0.1033
chr20:63738957,0.05524,0.054720000000000005,0.06897500000000001
chr17:58324373,0.10295,0.0793,0.10915
chr17:7889356,0.08134000000000001,0.08931,0.10385
chr21:34886126,0.14390999999999998,0.03702,0.07527500000000001
chr4:121696152,0.033760000000000005,0.034789999999999995,0.029325
chr6:30687943,0.03717,0.030310000000000004,0.0668
chr1:28517967,0.0481,0.019359999999999995,0.018125
chr6:37354997,0.009740000000000002,0.03632,0.017075
chr6:37354953,0.060489999999999995,0.14504,0.0759
chr1:167439472,0.03871,0.05706,0.05245
chr1:167439498,0.07279000000000001,0.08181999999999999,0.07189999999999999
chr17:7350401,0.34552,0.07908,0.18120000000000006
chr4:123555539,0.06170000000000001,0.09559,0.125075
chr2:219249567,0.09867999999999999,0.10064,0.228325
chr3:49930084,0.30541,0.03205,0.196825
chr3:49930088,0.29022000000000003,0.08983,0.225975
chr17:40121350,0.047560000000000005,0.04805,0.048450000000000014
chr17:1574771,0.16199000000000002,0.057960000000000005,0.099725
